0|Arte abstracta, Arte não figurativa
11H(FLORIAN)12|iconografia específica ~ São Floriano - santo escrevendo, estudando, ensinando, ditando (e.g. como Doutor da Igreja)
11H(FLORIAN)13|iconografia específica ~ São Floriano - santo como fundador da Ordem
11H(FLORIAN)131|iconografia específica ~ São Floriano - santo ~ confirmação da Ordem, aprovação da(s) Regra(s)
11H(FLORIAN)2|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - primeiros anos da vida do santo
11H(FLORIAN)3|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - devoção pessoal do santo
11H(FLORIAN)31|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - vocação, conversão do santo
11H(FLORIAN)32|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - baptismo, consagração, professar votos
11H(FLORIAN)33|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - renúncia de bens materiais, vida ascética do santo
11H(FLORIAN)34|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - visão(ões), casamento místico do santo
11H(FLORIAN)35|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - tentações do santo
11H(FLORIAN)36|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - penitência santo
11H(FLORIAN)37|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - santo meditando, em êxtase
11H(FLORIAN)4|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - actividades e eventos não milagrosos ~ santo 
11H(FLORIAN)5|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - actividades e eventos milagrosos ~ santo
11H(FLORIAN)59|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - estigmatização do santo
11H(FLORIAN)6|martírio, sofrimento, infortúnio, morte de São Floriano
11H(FLORIAN)68|São Floriano é lançado ao rio com uma mó à volta do pescoço
11H(FLORIAN)69|martírio, sofrimento, infortúnio, morte de São Floriano - maus tratos do cadáver do santo
11H(FLORIAN)7|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - apoteose, glória, triunfo do santo
11H(FLORIAN)8|ocorrências post-mortem ~ São Floriano
11H(FLORIAN)81|o corpo de São Floriano é guardado por uma águia
11H(FLORIAN)811|o corpo de São Floriano é encontrado por mulheres e levado numa carroça
11H(FLORIAN)82|peregrinos reúnem-se em torno da fonte que brotou milagrosamente no local onde São Floriano foi enterrado
11H(FLORIAN)83|ocorrências post-mortem ~ São Floriano - acções póstumas, aparições do santo
11H(FLORIAN)84|ocorrências post-mortem ~ São Floriano -  beatificação, canonização do santo
11H(FLORIAN)9|o soldado mártir Floriano de Lorch; possíveis atributos: balde (jarro), lança com estandarte, mó, palma, escudo (com cruz), espada - retrato do santo
11H(FOURTEEN HOLY HELPERS)|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito
11H(FOURTEEN HOLY HELPERS)0|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - santo representado em grupo
11H(FOURTEEN HOLY HELPERS)1|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - iconografia específica ~ santo
11H(FOURTEEN HOLY HELPERS)11|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - santo como padroeiro, protector, intercessor
11H(FOURTEEN HOLY HELPERS)119|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - santo protegendo os devotos sob o manto, "Schutzmantel"
11H(FOURTEEN HOLY HELPERS)12|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - santo escrevendo, estudando, ensinando, ditando (e.g. como Doutor da Igreja)
11H(FOURTEEN HOLY HELPERS)13|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - santo como fundador da Ordem
11H(FOURTEEN HOLY HELPERS)131|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - santo ~ confirmação da Ordem, aprovação da(s) Regra(s)
11H(FOURTEEN HOLY HELPERS)2|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - primeiros anos da vida do santo
11H(FOURTEEN HOLY HELPERS)3|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - devoção pessoal do santo
11H(FOURTEEN HOLY HELPERS)31|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - vocação, conversão do santo
11H(FOURTEEN HOLY HELPERS)32|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - baptismo, consagração, professar votos
11H(FOURTEEN HOLY HELPERS)33|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - renúncia de bens materiais, vida ascética do santo
11H(FOURTEEN HOLY HELPERS)34|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - visão(ões), casamento místico do santo
11H(FOURTEEN HOLY HELPERS)35|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - tentações do santo
11H(FOURTEEN HOLY HELPERS)36|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - penitência santo
11H(FOURTEEN HOLY HELPERS)37|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - santo meditando, em êxtase
11H(FOURTEEN HOLY HELPERS)4|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - actividades e eventos não milagrosos ~ santo
11H(FOURTEEN HOLY HELPERS)5|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - actividades e eventos milagrosos ~ santo
11H(FOURTEEN HOLY HELPERS)59|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - estigmatização do santo
11H(FOURTEEN HOLY HELPERS)6|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - martírio, sofrimento, infortúnio, morte do santo
11H(FOURTEEN HOLY HELPERS)68|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - morte, leito de morte do santo
11H(FOURTEEN HOLY HELPERS)69|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - maus tratos do cadáver do santo
11H(FOURTEEN HOLY HELPERS)7|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - apoteose, glória, triunfo do santo
11H(FOURTEEN HOLY HELPERS)8|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - ocorrências post-mortem ~ santo
11H(FOURTEEN HOLY HELPERS)81|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - descoberta, transporte das relíquias do santo
11H(FOURTEEN HOLY HELPERS)82|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - milagres que ocorrem durante o manuseamento das relíquias do santo
11H(FOURTEEN HOLY HELPERS)83|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - acções póstumas, aparições do santo
11H(FOURTEEN HOLY HELPERS)84|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - beatificação, canonização do santo
11H(FOURTEEN HOLY HELPERS)9|grupo de catorze santos auxiliares ("Vierzehnheilingen"): Acácio, Bárbara, Brás, Catarina, Cristóvão, Ciriaco, Dinis, Erasmo, Eustáquio, Jorge, Gil, Margarida, Pantaleão, Vito - retrato do santo
11H(FRANCIS BORGIA)|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa
11H(FRANCIS BORGIA)0|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - santo representado em grupo
11H(FRANCIS BORGIA)1|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - iconografia específica ~ santo
11H(FRANCIS BORGIA)11|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - santo como padroeiro, protector, intercessor
11H(FRANCIS BORGIA)119|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - santo protegendo os devotos sob o manto, "Schutzmantel"
11H(FRANCIS BORGIA)12|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - santo escrevendo, estudando, ensinando, ditando (e.g. como Doutor da Igreja)
11H(FRANCIS BORGIA)13|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - santo como fundador da Ordem
11H(FRANCIS BORGIA)131|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - santo ~ confirmação da Ordem, aprovação da(s) Regra(s)
11H(FRANCIS BORGIA)2|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - primeiros anos da vida do santo
11H(FRANCIS BORGIA)3|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - devoção pessoal do santo
11H(FRANCIS BORGIA)31|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - vocação, conversão do santo
11H(FRANCIS BORGIA)32|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - baptismo, consagração, professar votos
11H(FRANCIS BORGIA)33|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - renúncia de bens materiais, vida ascética do santo
11H(FRANCIS BORGIA)34|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - visão(ões), casamento místico do santo
11H(FRANCIS BORGIA)35|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - tentações do santo
11H(FRANCIS BORGIA)36|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - penitência do santo
11H(FRANCIS BORGIA)37|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio  com coroa - santo meditando, em êxtase
11H(FRANCIS BORGIA)4|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - actividades e eventos não milagrosos ~ santo
11H(FRANCIS BORGIA)5|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - actividades e eventos milagrosos ~ santo
11H(FRANCIS BORGIA)59|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - estigmatização do santo
11H(FRANCIS BORGIA)6|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - martírio, sofrimento, infortúnio, morte do santo
11H(FRANCIS BORGIA)68|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - morte, leito de morte do santo
11H(FRANCIS BORGIA)69|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - maus tratos do cadáver do santo
11H(FRANCIS BORGIA)7|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - apoteose, glória, triunfo do santo
11H(FRANCIS BORGIA)8|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa -  ocorrências post-mortem ~ santo
11H(FRANCIS BORGIA)81|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio  com coroa - descoberta, transporte das relíquias do santo
11H(FRANCIS BORGIA)82|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - milagres que ocorrem durante o manuseamento das relíquias do santo
11H(FRANCIS BORGIA)83|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio  com coroa - acções póstumas, aparições do santo
11H(FRANCIS BORGIA)84|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa - beatificação, canonização do santo
11H(FRANCIS BORGIA)9|Francisco de Borgia, padre Jesuíta e duque de Gandía; possíveis atributos: livro, chapéu cardinalício, ostensório, crânio com coroa -  retrato do santo
11H(FRANCIS OF PAOLA)|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara
11H(FRANCIS OF PAOLA)0|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - santo representado em grupo
11H(FRANCIS OF PAOLA)1|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - iconografia específica ~ santo
11H(FRANCIS OF PAOLA)11|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - santo padroeiro, protector, intercessor
11H(FRANCIS OF PAOLA)119|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - santo protegendo os devotos sob o manto, "Schutzmantel"
11H(FRANCIS OF PAOLA)12|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - santo escrevendo, estudando, ensinando, ditando (e.g.como Doutor da Igreja)
11H(FRANCIS OF PAOLA)13|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - santo como  fundador da Ordem
11H(FRANCIS OF PAOLA)131|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - santo ~ confirmação da Ordem, aprovação da(s) Regra(s)
11H(FRANCIS OF PAOLA)2|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara  - primeiros anos da vida do santo
11H(FRANCIS OF PAOLA)3|devoção pessoal de São Francisco de Paula
11H(FRANCIS OF PAOLA)31|devoção pessoal de São Francisco de Paula - vocação, conversão do santo
11H(FRANCIS OF PAOLA)32|devoçãopessoal de São Francisco de Paula - baptismo, consagração, professar votos
11H(FRANCIS OF PAOLA)33|devoção pessoal de São Francisco de Paula - renúncia de bens materiais, vida ascética do santo
11H(FRANCIS OF PAOLA)34|um ou mais anjos aparecem a São Francisco de Paula segurando uma tableta com a inscrição "Charitas"
11H(FRANCIS OF PAOLA)35|devoção pessoal de São Francisco de Paula - tentações do santo
11H(FRANCIS OF PAOLA)36|devoção pessoal de São Francisco de Paula - penitência do santo
11H(FRANCIS OF PAOLA)37|devoção pessoal de São Francisco de Paula - santo meditando, em êxtase
11H(FRANCIS OF PAOLA)4|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - actividades e eventos não milagroso ~ santo
11H(FRANCIS OF PAOLA)5|actividades e eventos  milagrosos ~ São Francisco de Paula
11H(FRANCIS OF PAOLA)51|São Francisco de Paula e alguns companheiros atravessam o Estreito de Messina, voando no seu manto aberto
11H(FRANCIS OF PAOLA)52|São Francisco de Paula ressuscitando uma criança
11H(FRANCIS OF PAOLA)53|São Francisco de Paula levitando sobre uma multidão
11H(FRANCIS OF PAOLA)59|actividades e eventos  milagrosos ~ São Francisco de Paula - estigmatização do santo
11H(FRANCIS OF PAOLA)6|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara -  martírio, sofrimento, infortúnio, morte do santo
11H(FRANCIS OF PAOLA)68|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - morte, leito de morte do santo
11H(FRANCIS OF PAOLA)69|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - maus tratos do cadáver do santo
11H(FRANCIS OF PAOLA)7|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - apoteose, glória, triunfo do santo
11H(FRANCIS OF PAOLA)8|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - ocorrências post-mortem ~ santo
11H(FRANCIS OF PAOLA)81|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - descoberta, transporte das relíquias do santo
11H(FRANCIS OF PAOLA)82|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - milagres que ocorrem durante o manuseamento das relíquias do santo
11H(FRANCIS OF PAOLA)83|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - acções póstumas, aparições do santo
11H(FRANCIS OF PAOLA)84|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - beatificação, canonização do santo
11H(FRANCIS OF PAOLA)9|o ermita e fundador dos Frades Mínimos (Franciscanos), Francisco de Paula; possíveis atributos: inscrição "Charitas" no peito, flagelo, crânio, vara - retrato do santo
11H(FRANCIS OF SALES)|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos
11H(FRANCIS OF SALES)0|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - santo representado em grupo
11H(FRANCIS OF SALES)1|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - iconografia específica ~ santo
11H(FRANCIS OF SALES)11|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos -  santo como padroeiro, protector, intercessor
11H(FRANCIS OF SALES)119|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - santo protegendo os devotos sob o manto, "Schutzmantel"
11H(FRANCIS OF SALES)12|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - santo escrevendo, estudando, ensinando, ditando (e.g. como Doutor da Igreja)
11H(FRANCIS OF SALES)13|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - santo como fundador da Ordem
11H(FRANCIS OF SALES)131|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - santo ~ confirmação da Ordem, aprovação da(s) Regra(S)
11H(FRANCIS OF SALES)2|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - primeiros anos da vida do santo
11H(FRANCIS OF SALES)3|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - devoção pessoal do santo
11H(FRANCIS OF SALES)31|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - vocação, conversão do santo
11H(FRANCIS OF SALES)32|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - baptismo, consagração, professar votos
11H(FRANCIS OF SALES)33|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - renúncia de bens materiais, vida ascética do santo
11H(FRANCIS OF SALES)34|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - visão(ões), casamento místico do santo
11H(FRANCIS OF SALES)35|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - tentações do santo
11H(FRANCIS OF SALES)36|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - penitência do santo
11H(FRANCIS OF SALES)37|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - santo meditando, em êxtase
11H(FRANCIS OF SALES)4|actividades e eventos não milagrosos ~ São Francisco de Sales
11H(FRANCIS OF SALES)41|São Francisco de Sales (como bispo sem a mitra) dá a Santa Joana Francisca de Chantal  a Regra da sua Ordem (da Visitação)
11H(FRANCIS OF SALES)5|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - actividades e eventos milagrosos ~ santo
11H(FRANCIS OF SALES)59|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - estigmatização do santo
11H(FRANCIS OF SALES)6|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - martírio, sofrimento, infortúnio, morte do santo
11H(FRANCIS OF SALES)68|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - morte, leito de morte do santo
11H(FRANCIS OF SALES)69|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - maus tratos do cadáver do santo
11H(FRANCIS OF SALES)7|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - apoteose, glória, triunfo do santo
11H(FRANCIS OF SALES)8|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - ocorrências post-mortem ~ santo
11H(FRANCIS OF SALES)81|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - descoberta, transporte das relíquias do santo
11H(FRANCIS OF SALES)82|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - milagres que ocorrem durante o manuseamento das relíquias do santo
11H(FRANCIS OF SALES)83|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - acções póstumas, aparições do santo
11H(FRANCIS OF SALES)84|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos -  beatificação, canonização do santo
11H(FRANCIS OF SALES)9|o Bispo de Genebra e Doutor da Igreja, Francisco de Sales; possíveis atributos: coração envolvido por espinhos - retrato do santo
